0.000001,
0.000011,
0.931193,
0.052044,
0.016668,
0.018035,
0.936449,
0.015790,
0.168053,
0.160556,
1.388493,
2.095871,
1.432941,
0.177614,
0.038688,
0.000126,
0.013652,
0.003763,
0.037176,
0.095070,
0.041187,
0.014376,
0.003851,
0.012295,
0.056459,
0.063935,
0.000218,
15.406681,
0.168063,
2.445229,
0.541515,
1.039472,
0.223576,
0.001724,
0.002143,
0.002053,
0.000409,
0.000700,
0.000055,
