0.000009,
0.000001,
0.000005,
0.000010,
0.000002,
0.000003,
0.000004,
7.263400,
2.675577,
3.727420,
1.323089,
0.879166,
0.882401,
1.796460,
0.687149,
1.342594,
0.086449,
0.460439,
0.239108,
0.304656,
0.491946,
0.088887,
0.014203,
0.141709,
0.004135,
0.000407,
0.011757,
0.010451,
0.022554,
0.019826,
0.014564,
0.002940,
0.001844,
0.969431,
0.041324,
0.067687,
0.003401,
0.030988,
0.022848,
0.007324,
0.013276,
0.004814,
0.007617,
0.001102,
0.000995,
0.001701,
0.650918,
0.091706,
0.017122,
0.015408,
0.014814,
0.019534,
0.000454,
0.008616,
0.005001,
0.006125,
0.004592,
0.002414,
0.000895,
0.343152,
0.321540,
0.175607,
0.102239,
0.061237,
0.096251,
0.156741,
0.065019,
0.057587,
0.127767,
0.064798,
0.006468,
0.019419,
0.764611,
0.129023,
0.067654,
0.012538,
0.025189,
0.026369,
0.011195,
0.001335,
0.005821,
0.000949,
0.002077,
0.001657,
0.000701,
2.441580,
0.528483,
0.399721,
0.237610,
0.158075,
0.086522,
0.072507,
0.104419,
0.054772,
0.038616,
0.032086,
0.015983,
0.001391,
14.978818,
3.844794,
12.552381,
4.518501,
6.497051,
2.645989,
3.918527,
2.128718,
2.158993,
1.415262,
1.273643,
0.355176,
0.294912,
0.158504,
0.083013,
0.077561,
0.018911,
0.061568,
0.009912,
0.039713,
0.006524,
0.021619,
0.001501,
0.010309,
