0.000010,
0.000001,
0.000004,
0.000001,
0.098425,
0.018214,
0.023581,
0.024876,
0.001928,
0.010253,
0.004181,
1.134457,
1.562020,
0.651449,
3.353926,
2.233390,
0.381336,
1.251648,
0.850852,
0.341565,
0.060985,
0.039358,
0.040899,
0.005836,
0.002007,
0.000678,
0.477892,
0.001777,
0.048496,
0.005792,
0.007333,
0.007131,
0.004196,
0.128367,
0.253120,
0.197230,
0.022693,
0.041256,
0.072072,
0.012509,
0.007983,
2.093646,
1.116114,
0.738337,
3.130750,
2.106777,
0.468103,
0.396205,
0.259055,
0.012520,
0.003867,
0.054480,
0.008258,
0.016832,
0.003550,
0.000786,
0.025735,
0.054835,
0.032760,
0.030853,
0.040453,
0.002641,
0.002676,
0.002547,
0.000680,
0.000173,
0.000385,
0.000210,
0.000088,
