0.360980,
0.046534,
0.023130,
0.043417,
0.047843,
0.035829,
0.022893,
0.082844,
0.034158,
0.045218,
0.023282,
0.001507,
0.029012,
0.009103,
0.027490,
0.004515,
0.015040,
0.000267,
0.003730,
0.006084,
0.001515,
0.004031,
0.002849,
0.003095,
0.002438,
0.003107,
0.157123,
3.109429,
1.188589,
0.083342,
0.315012,
1.916129,
0.033700,
0.764761,
0.898459,
0.463641,
0.646312,
0.435204,
0.046303,
0.262499,
0.716950,
0.276919,
0.529098,
0.336364,
0.183010,
0.255287,
0.501073,
0.285760,
0.355170,
0.271483,
0.177388,
0.186057,
0.163847,
0.032642,
0.059697,
0.100985,
0.017532,
0.129682,
0.083380,
0.238089,
0.155620,
0.281367,
0.176281,
0.108214,
0.350900,
0.294100,
0.101009,
0.117675,
0.108966,
0.037908,
0.001385,
0.120935,
0.010342,
0.064017,
0.010574,
0.007301,
0.000074,
0.001569,
0.000177,
0.001842,
0.003422,
0.001381,
0.001051,
0.001340,
0.001653,
0.002381,
0.001986,
0.001765,
0.859335,
0.930053,
0.483497,
0.520545,
0.391563,
1.440650,
2.517662,
0.443149,
0.305989,
0.223463,
0.277235,
1.813332,
0.176615,
1.402680,
0.336928,
0.707390,
0.837423,
0.273307,
1.161917,
0.512681,
0.705432,
0.109931,
0.737931,
0.117993,
0.538903,
0.545970,
0.454631,
0.573309,
0.020669,
0.754600,
0.109788,
0.533906,
2.227175,
0.666825,
0.500300,
1.387776,
1.456327,
0.517485,
0.336445,
0.478768,
0.513410,
0.050007,
1.199381,
1.613080,
0.278063,
0.261545,
0.217871,
0.488898,
0.588690,
0.031872,
0.298418,
0.158484,
0.024909,
0.006635,
0.053173,
0.026967,
0.015593,
0.006049,
0.004534,
0.016107,
0.012824,
0.002424,
0.001512,
0.004125,
0.000177,
0.964123,
0.950783,
0.735010,
1.408934,
4.125767,
4.501693,
2.242554,
1.256982,
1.141010,
0.241691,
2.382075,
2.099804,
1.900797,
2.351416,
1.671120,
0.000123,
0.833478,
0.666019,
1.300474,
1.475493,
0.821683,
0.079425,
0.006169,
0.184381,
0.443036,
0.394229,
0.338702,
0.377502,
0.238345,
0.314484,
0.107615,
0.076088,
0.342523,
0.203425,
0.215228,
0.069013,
0.042656,
0.281222,
0.123513,
0.007429,
0.014535,
0.134562,
0.052478,
0.047885,
0.000339,
0.015881,
0.029542,
0.006013,
0.003343,
0.001681,
0.002648,
0.000582,
0.000490,
0.000292,
0.001686,
0.001995,
0.002326,
0.002106,
0.035133,
0.390601,
0.219650,
1.119813,
0.457774,
1.918000,
1.099602,
0.552631,
1.583242,
0.223903,
0.227118,
0.616252,
0.194466,
1.704578,
0.113922,
0.580920,
0.064735,
0.443613,
1.099287,
0.343227,
0.826998,
0.123481,
0.386981,
0.068507,
0.241312,
0.265006,
0.019242,
0.117644,
0.051266,
0.019610,
0.020635,
0.047311,
0.003307,
0.032405,
0.086045,
0.108575,
0.158698,
0.004096,
0.089024,
0.022743,
0.107754,
0.075599,
0.057583,
0.040201,
0.082245,
0.079951,
0.002231,
0.041219,
0.070591,
0.032428,
0.122602,
0.047306,
