0.412444,
0.422769,
0.621950,
0.522756,
0.105728,
0.835557,
0.839996,
0.050022,
0.954590,
0.732727,
0.066959,
0.560660,
0.355799,
0.050978,
0.232879,
0.146174,
0.043719,
0.106215,
0.036323,
0.044810,
0.038159,
0.009548,
0.042995,
0.271903,
0.411065,
0.025826,
0.177309,
0.226845,
0.535749,
0.252378,
0.030680,
0.168948,
0.139074,
0.020663,
0.079711,
0.165433,
0.089195,
0.159655,
0.084424,
0.149962,
0.004005,
0.004750,
0.006339,
0.014024,
0.040586,
0.006186,
0.051020,
0.025688,
0.033105,
0.016420,
0.606524,
0.411847,
0.606159,
0.227345,
0.598485,
0.267042,
0.571133,
0.113668,
0.230281,
0.253371,
0.081292,
0.037277,
0.026402,
0.064774,
0.045347,
0.033014,
0.028707,
0.018195,
0.011655,
0.010856,
0.018165,
0.007199,
0.017225,
0.010110,
0.399548,
0.467964,
1.494326,
1.375280,
0.840920,
0.083037,
0.214104,
0.424397,
0.209238,
0.223771,
0.379566,
0.399468,
0.263811,
0.131105,
0.141506,
0.137010,
0.173960,
0.010183,
0.270507,
0.266748,
0.010928,
0.096117,
0.524523,
1.076409,
0.776158,
0.296446,
0.840445,
0.854295,
0.014974,
0.265425,
0.372691,
2.988524,
0.857364,
1.504258,
1.408669,
1.087045,
1.682092,
2.223387,
2.250360,
0.817413,
0.415260,
0.711084,
0.119815,
0.256533,
0.269700,
0.040357,
0.147651,
0.154076,
0.017318,
0.061819,
0.003154,
0.008705,
0.019513,
0.046491,
0.353761,
0.284090,
0.421886,
0.185623,
0.297041,
0.603124,
0.015299,
0.372626,
0.016893,
0.185696,
0.131169,
0.188542,
0.267293,
0.269689,
0.108548,
0.158190,
0.175045,
0.020196,
0.018267,
0.057659,
0.039063,
0.134504,
0.062404,
0.134000,
0.059124,
0.586595,
0.039261,
0.650068,
0.579390,
0.258777,
0.093167,
0.405848,
0.203566,
0.376488,
0.112239,
0.096198,
0.050322,
0.056965,
0.024065,
0.048767,
0.015680,
0.035974,
0.019641,
0.018685,
0.004846,
0.019504,
0.000167,
0.020109,
0.000471,
0.058095,
0.850921,
1.373715,
1.205282,
1.132751,
0.724409,
0.721146,
0.657349,
0.318178,
0.105614,
0.229419,
0.517404,
0.900778,
0.636120,
0.303098,
0.205168,
0.268532,
0.444200,
0.227509,
0.018751,
0.013674,
0.056069,
0.330531,
0.098291,
0.028189,
0.426374,
0.565355,
0.299332,
0.414187,
0.263681,
0.137124,
0.291783,
0.143973,
0.089021,
0.260011,
0.094840,
0.041295,
0.010624,
0.050200,
0.046708,
0.015430,
0.038784,
0.024629,
0.013475,
