0.900594,
1.524884,
0.604029,
0.155044,
0.288808,
0.108654,
0.065644,
0.055127,
0.003551,
0.054413,
0.293583,
0.872556,
0.881367,
0.439288,
0.023887,
0.023943,
0.068411,
0.141463,
0.017057,
0.037031,
0.052007,
0.049082,
1.532537,
0.248570,
1.434228,
0.441531,
0.239667,
0.093178,
0.039032,
0.004691,
0.009256,
0.001987,
0.001205,
0.065947,
1.039701,
1.991980,
2.039907,
1.832237,
1.519051,
0.560207,
0.176978,
1.336719,
1.172489,
0.502368,
0.821223,
0.695208,
0.037656,
0.014208,
0.786126,
0.525380,
0.347368,
0.285708,
0.006193,
0.010094,
0.005915,
0.000937,
0.009681,
0.879022,
0.162679,
0.107647,
0.067684,
0.179976,
0.171540,
0.182201,
0.170001,
0.092420,
0.046626,
0.024768,
1.609577,
0.383429,
0.107578,
0.311530,
0.238517,
0.101716,
0.017398,
0.004001,
0.004454,
0.001631,
0.004298,
1.133590,
0.751313,
0.061885,
0.272763,
0.814504,
1.013149,
1.183619,
1.183174,
0.573776,
0.035487,
0.505469,
0.135279,
0.150933,
0.141281,
0.256957,
0.086756,
0.081754,
0.058245,
0.048731,
