0.191608,
0.069900,
0.454228,
0.191408,
0.508535,
0.486234,
0.358817,
0.277929,
0.241858,
0.057179,
0.093787,
0.020865,
0.010002,
0.045229,
1.204008,
0.170563,
1.403822,
0.581847,
1.403631,
0.286138,
0.537136,
0.217012,
0.153408,
0.453483,
0.176396,
0.211834,
0.102690,
0.013612,
0.092502,
0.020433,
0.030183,
0.117474,
0.076109,
0.075438,
0.311178,
1.099008,
0.285126,
0.402888,
0.234152,
0.145269,
0.175687,
0.100438,
0.013570,
0.021094,
0.030816,
0.004929,
0.057270,
1.152382,
1.784981,
2.656751,
0.996563,
1.748934,
2.083357,
0.290278,
0.669304,
0.308416,
0.619821,
0.270741,
0.384628,
0.621148,
0.572846,
0.663897,
0.973162,
0.350961,
0.586923,
0.135264,
0.524595,
0.107190,
0.147342,
0.201001,
0.646951,
0.341880,
0.172832,
0.507674,
0.379063,
0.294136,
0.592372,
0.105550,
0.459010,
0.425147,
0.058632,
0.197459,
1.677723,
0.728845,
0.828056,
0.509838,
0.002056,
0.593429,
0.503428,
0.161640,
0.417842,
0.066396,
0.141243,
0.216628,
0.079233,
0.057842,
0.124946,
0.138206,
0.026843,
0.660220,
0.641301,
0.697829,
0.697550,
0.292834,
0.032945,
0.094194,
0.050044,
0.081192,
0.027040,
0.013937,
0.023809,
0.005649,
2.655296,
1.020819,
5.554183,
0.056408,
4.237405,
3.521591,
0.393405,
1.116689,
0.896096,
0.230396,
0.576883,
0.411584,
0.307422,
0.010495,
0.017553,
0.224432,
0.019493,
0.040667,
0.181495,
0.141952,
0.029320,
0.221700,
0.129529,
0.096023,
0.009361,
0.042684,
0.076117,
